title,artist,year,decade,categories,social_singing,original_vocal,possible_duplicate,match_confidence,needs_review,notes,raw_input
Really Don't Care,Demi Lovato & Cher Lloyd,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\KCDPR1408 - Pop And Rock August 2014 - KaraokeRG\KCDPR1408-10 - Demi Lovato & Cher Lloyd - Really Don't Care.mp3
You And I,One Direction,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-01 - One Direction - You And I.mp3
Birthday,Katy Perry,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-02 - Katy Perry - Birthday.mp3
Waves (Robin Schulz Radio Edit),Mr.Probz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Robin Schulz Radio Edit as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-03 - Mr.Probz - Waves (Robin Schulz Radio Edit).mp3
Hideaway,Kiesza,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-04 - Kiesza - Hideaway.mp3
Sky Full Of Stars,Coldplay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-05 - Coldplay - Sky Full Of Stars.mp3
G.u.y,Lady Gaga,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-06 - Lady Gaga - G.U.Y.mp3
Love Never Felt So Good,Michael Jackson,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-07 - Michael Jackson - Love Never Felt So Good.mp3
Salute,Little Mix,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-08 - Little Mix - Salute.mp3
Tennis Court (Clean),Lorde,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Clean as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-09 - Lorde - Tennis Court (Clean).mp3
Stay With Me,Sam Smith,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-10 - Sam Smith - Stay With Me.mp3
Bad Blood,Bastille,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-11 - Bastille - Bad Blood.mp3
Sing,Ed Sheeran,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-12 - Ed Sheeran - Sing.cdg
Sing,Ed Sheeran,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-12 - Ed Sheeran - Sing.mp3
Take Me Home,Cash Cash Ft Bebe Rexha,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-13 - Cash Cash Ft Bebe Rexha - Take Me Home.mp3
Touch,Shift K3y,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-14 - Shift K3y - Touch.mp3
Stay High (Habits Remix),Tove Lo Ft Hippie Sabotage,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Habits Remix as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-15 - Tove Lo Ft Hippie Sabotage - Stay High (Habits Remix).mp3
It's On Again,Alicia Keys Ft Kendrick Lamar,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-16 - Alicia Keys Ft Kendrick Lamar - It's On Again.mp3
West Coast,Lana Del Ray,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-17 - Lana Del Ray - West Coast.mp3
Wiggle,Jason DeRulo,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH117 Mr Entertainer Hits Karaoke May 2014 - KaraokeRG\MRH117-18 - Jason DeRulo - Wiggle.mp3
Crazy Stupid Love,Cheryl Cole FT. Tinie Tempah,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-01 - Cheryl Cole FT. Tinie Tempah - Crazy Stupid Love.mp3
All Of The Stars,Ed Sheeran,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-02 - Ed Sheeran - All Of The Stars.mp3
Beating Heart,Ellie Goulding,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-03 - Ellie Goulding - Beating Heart.mp3
Only Love Can Hurt Like This,Paloma Faith,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-04 - Paloma Faith - Only Love Can Hurt Like This.mp3
Headlights (Clean),Eminem FT. Nate Ruess,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Clean as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-05 - Eminem FT. Nate Ruess - Headlights (Clean).mp3
Extraordinary,Clean Bandit & Sharna Bass,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-06 - Clean Bandit & Sharna Bass - Extraordinary.mp3
Don`t Stop,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-07 - 5 Seconds Of Summer - Don`t Stop.mp3
Heart And Soul,Twin Atlantic,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-08 - Twin Atlantic - Heart And Soul.mp3
Good Kisser (Clean),Usher,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Clean as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-09 - Usher - Good Kisser (Clean).mp3
Problem,Ariana Grande FT. Iggy Azalea,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-10 - Ariana Grande FT. Iggy Azalea - Problem.mp3
Holding Onto Heaven,Foxes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-11 - Foxes - Holding Onto Heaven.mp3
I Wanna Feel,Secondcity,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-12 - Secondcity - I Wanna Feel.mp3
Wasted,Tiesto FT. Matthew Koma,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-13 - Tiesto FT. Matthew Koma - Wasted.mp3
Dangerous Love,Fuse ODG FT. Sean Paul,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-14 - Fuse ODG FT. Sean Paul - Dangerous Love.mp3
Am I Wrong,Nico & Vinz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-15 - Nico & Vinz - Am I Wrong.mp3
The Drop,Lethal Bizzle FT. Cherri Voncelle,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-16 - Lethal Bizzle FT. Cherri Voncelle - The Drop.mp3
Rise Like A Phoenix,Conchita Wurst,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-17 - Conchita Wurst - Rise Like A Phoenix.mp3
Eez Eh,Kasabian,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH118 Mr Entertainer Hits Karaoke June 2014 - KaraokeRG\MRH118-18 - Kasabian - Eez-Eh.mp3
It's My Birthday,Will.I.Am Ft Cody Wise,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-01 - Will.I.Am Ft Cody Wise - It's My Birthday.mp3
Ghost,Ella Henderson,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-02 - Ella Henderson - Ghost.mp3
Budapest,George Ezra,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-03 - George Ezra - Budapest.mp3
Gecko,Oliver Heldens X Becky Hill,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-04 - Oliver Heldens X Becky Hill - Gecko (Overdrive).mp3
Chandelier,Sia,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-05 - Sia - Chandelier.cdg
Chandelier,Sia,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-05 - Sia - Chandelier.mp3
Make U Bounce,DJ Fresh Vs TC,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-06 - DJ Fresh Vs TC - Make U Bounce.mp3
One More Day,Example,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-07 - Example - One More Day (Stay With Me).mp3
Right Here,Jess Glynne,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-08 - Jess Glynne - Right Here.mp3
Me And My Broken Heart,Rixton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-09 - Rixton - Me And My Broken Heart.cdg
Me And My Broken Heart,Rixton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-09 - Rixton - Me And My Broken Heart.mp3
Somebody To You,Vamps Ft Demi Lovato,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-10 - Vamps Ft Demi Lovato - Somebody To You.mp3
Lay Me Down,Avicii Ft Adam Lambert,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-11 - Avicii Ft Adam Lambert - Lay Me Down.mp3
Boom Clap,Charli XCX,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-12 - Charli XCX - Boom Clap.mp3
Rude,Magic!,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-13 - MAGIC! - Rude.mp3
Maps,Maroon,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-14 - Maroon 5 - Maps.cdg
Maps,Maroon,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-14 - Maroon 5 - Maps.mp3
Here For You,Gorgon City Ft Laura Welsh,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-15 - Gorgon City Ft Laura Welsh - Here For You.mp3
Home,Naughty Boy Ft Sam Romans,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-16 - Naughty Boy Ft Sam Romans - Home.mp3
Break Free,Ariana Grande Ft Zedd,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-17 - Ariana Grande Ft Zedd - Break Free.mp3
URL Badmnan,Lily Allen,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\MRH119 Mr Entertainer Hits July 2014 - KaraokeRG\MRH119-18 - Lily Allen - URL Badmnan.mp3
